,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
424,リート,「……なんだこれは」,,L-03,,,back-005-sun/FI,,,,,,,BGM-024/CI,,V-0424,,$
425,メイア,「お茶をお持ちしました！　働きづめでも疲れるかな、と思いまして」,M-01,L-03,,,back-005-sun,,,,,,,,,,,$
426,リート,「頼んでいない」,M-01,L-01a,,,back-005-sun,,,,,,,,,V-0426,,$
427,メイア,"「すみません、息を抜いた方がいいかなと勝手にお持ちしちゃいました。
……ご迷惑でしたか？」",M-04,L-01a,,,back-005-sun,,,,,,,,,,,$
428,リート,「……そこに置いておけ」,M-04,L-08,,,back-005-sun,,,,,,,,,V-0428,,$
429,メイア,「はい！」,M-02,L-08,,,back-005-sun/SE_textout,,,,,,,,SE-010,,,$
430,リート,「ん……紅茶か」,M-02,L-05,,,back-005-sun,,,,,,,,,V-0430,,$
431,メイア,「コーヒーと迷ったんですが。お好きでしたか？」,M-01,L-05,,,back-005-sun,,,,,N-object-001,,,,,,$
432,リート,「ああ。眠気を抑えるときはコーヒーを飲むが、口に合うのは紅茶だ」,M-01,L-01,,,back-005-sun,,,,,,,,,V-0432,,$
433,メイア,「よかったです！ あ、ミルクとか要りますか？」,M-02,L-01,,,back-005-sun,,,,,,,,,,,$
434,リート,「いや、いい」,M-02,L-01a,,,back-005-sun,,,,,,,,,V-0434,,$
435,メイア,「かしこまりました」,M-01,L-01a,,,back-005-sun,,,,,,,,,,,$
436,メイア,"「……そうだ、それと。
少しお聞きしたいことがあるんですが、いいですか？」",M-01,L-01a,,,back-005-sun,,,,,,,,,,,$
437,リート,「なんだ？」,M-01,L-01,,,back-005-sun,,,,,,,,,V-0437,,$
438,メイア,"「昨日お庭の掃除をしていたんですが、何も植えていない花壇が少し寂しくて。
お花を育ててみてもいいですか？」",M-01,L-01,,,back-005-sun,,,,,,,,,,,$
439,リート,「花？」,M-01,L-05,,,back-005-sun,,,,,,,,,V-0439,,$
440,メイア,"「はい！ この森、ただでさえ暗くてどんよりしてるので
せめてお花があればもう少し
明るくなるかなあって……」",M-02,L-05,,,back-005-sun,,,,,,,,,,,$
441,メイア,"「それに私、お花って育ててみたかったんです。本物を見たことがないので……
もしリートさんさえよろしければ、ここにいる間だけでいいので
お世話させてもらえませんか？」",M-01,L-05,,,back-005-sun,,,,,,,,,,,$
442,リート,「育てること自体は構わないが……恐らく、ここで育つ花は無いぞ」,M-01,L-01,,,back-005-sun,,,,,,,,,V-0442,,$
443,メイア,「え……どうしてですか？」,M-04,L-01,,,back-005-sun,,,,,,,,,,,$
444,リート,"「基本、植物は日光が無ければ育たない。
元々曇りであることが多いこの街では、ほとんどの花は開花ができないだろう」",M-04,L-01,,,back-005-sun,,,,,,,,,V-0444,,$
445,リート,「実際、街に生花も無い。……知らなかったのか？」,M-04,L-01,,,back-005-sun,,,,,,,,,V-0445,,$
446,メイア,"「あ……確かに。
ずっとこの街にいて、それが当たり前になってたから気づきませんでした……」",M-04,L-01,,,back-005-sun,,,,,,,,,,,$
447,リート,「ましてやこの森では……諦めたほうが賢明だ」,M-04,L-01a,,,back-005-sun,,,,,,,,,V-0447,,$
448,メイア,「……わかりました」,M-04,L-01a,,,back-005-sun/FO,,,,,,,BGM-024/FO,,,,$
449,メイア,"（……リートさんの言った通り、街にも花って全然無いな。
花屋にはあるけど、輸入品かプリザーブドフラワーだし）",M-04,,,,back-006/FI,,,,,,,BGM-025/CI,SE-011,,,$
450,メイア,"（もしかしたら自分の手で育てられるかもって思ったけど……
こればっかりは仕方ないか）",M-04,,,,back-006,,,,,,,,,,,$
451,クライン,「あれ……メイア？」,M-04,K-05,,,back-006,,,,,,,,,V-0451,,$
452,メイア,「あ、クライン！」,M-01,K-05,,,back-006,,,,,,,,,,,$
453,クライン,「よっ！ また何か買い物か？」,M-01,K-03,,,back-006,,,,,,,,,V-0453,,$
454,メイア,「うん。でももう帰るとこ。今日は道にも迷わなかったし」,M-01,K-03,,,back-006,,,,,,,,,,,$
455,クライン,"「なんだよ、迷わなけりゃオレはいらないってか？
荷物持ちだってできんだから声かけてくれよ」",M-01,K-05,,,back-006,,,,,,,,,V-0455,,$
456,メイア,"「ふふ……ありがとう！ でもクラインは人気者なんでしょ？
私ばっか独り占めしてたら怒られちゃう」",M-02,K-05,,,back-006,,,,,,,,,,,$
457,クライン,「ん、まあそれは確かに」,M-02,K-01,,,back-006,,,,,,,,,V-0457,,$
458,クライン,「……って、違う！ そうじゃねえ！」,M-02,K-05,,,back-006,,,,,,,,,V-0458,,$
459,メイア,「クライン？」,M-05,K-05,,,back-006,,,,,,,,,,,$
460,クライン,「メイア、何かあったのか？ いつもより元気が無さそうだけど」,M-05,K-07,,,back-006,,,,,,,,,V-0460,,$
461,メイア,「え……そう見える？」,M-04,K-07,,,back-006,,,,,,,,,,,$
462,クライン,「クライン様の目を甘く見るなよ。それくらいわかる」,M-04,K-01,,,back-006,,,,,,,,,V-0462,,$
463,メイア,「そっか、クラインは女の子を見る目が肥えてるもんね」,M-01,K-01,,,back-006,,,,,,,,,,,$
464,クライン,「その言い方なんかヤだな……まあいいや」,M-01,K-07,,,back-006,,,,,,,,,V-0464,,$
465,クライン,「で、どうしたんだよ？ オレで良ければ聞くぜ」,M-01,K-01,,,back-006,,,,,,,,,V-0465,,$
466,メイア,（どうしよう、クラインに相談してみようかな？）,M-04,K-01,,,back-006,,,,,,,,,,,$
,,,,,,,,相談する/KleinLove_low,相談しない/Lied_gameover,,,,,,,,,$
467,メイア,「あのね、実は……」,M-01,K-01,,,back-006/FO,,,Aonly,,,,,,,,$
468,クライン,「ふーん、なるほどな……花か」,M-01,K-10,,,back-006/FI,,,Aonly,,,,,,V-0468,,$
469,メイア,"「私、ずっとお屋敷の中で働いてたから日光が必要とか分からなくて……
この街だと育たないんだね」",M-04,K-10,,,back-006,,,Aonly,,,,,,,,$
470,クライン,「……いや、そんなこともないぞ」,M-04,K-10,,,back-006,,,Aonly,,,,BGM-025/FO,,V-0470,,$
471,メイア,「……えっ？」,M-05,K-10,,,back-006,,,Aonly,,,,,,,,$
472,クライン,「メイア、『レインリリー』って知ってるか？」,M-05,K-01,,,back-006,,,Aonly,,,,BGM-026/CI,,V-0472,,$
473,メイア,「レイン……リリー？」,M-01,K-01,,,back-006,,,Aonly,,,,,,,,$
474,クライン,"「『雨に咲く花』って意味らしい。
名前の通り、レインリリーは雨から養分を得て咲く花だ。
不思議なことに、日光は必要ないらしい」",M-01,K-01,,,back-006,,,Aonly,,,,,,V-0474,,$
475,メイア,「へ……それじゃあ！」,M-05,K-01,,,back-006,,,Aonly,,,,,,,,$
476,クライン,「ああ。この街でも咲くってことだ！」,M-05,K-03,,,back-006,,,Aonly,,,,,,V-0476,,$
477,クライン,"「……ただ、かなーり気遣って世話しないとすぐ枯れるらしくて。
花屋でも開花させられる奴はほんの一握りらしい。
根気よく世話できんなら、って感じだな」",M-05,K-07,,,back-006,,,Aonly,,,,,,V-0477,,$
478,メイア,"「やるっ！　できる！
クライン、レインリリーの種ってどこで手に入るの！？」",M-02,K-07,,,back-006,,,Aonly,,,,,,,,$
479,クライン,「おわっ、急に元気になったな……」,M-02,K-05,,,back-006,,,Aonly,,,,,,V-0479,,$
480,クライン,"「確か、裏の花屋で売ってたぜ。
店頭には並んでないから、店員に言えば買えたはず」",M-02,K-01,,,back-006,,,Aonly,,,,,,V-0480,,$
481,メイア,「裏の花屋ね！　……裏の花屋？」,M-04,K-01,,,back-006,,,Aonly,,,,,,,,$
482,クライン,「ああ、俺が案内するよ」,M-04,K-01,,,back-006,,,Aonly,,,,,,V-0482,,$
483,メイア,「本当？　ありがとう、クライン！」,M-02,K-01,,,back-006,,,Aonly,,,,,,,,$
484,クライン,「……おお。攻略法が見えた気がする」,M-02,K-05,,,back-006,,,Aonly,,,,,,V-0484,,$
485,メイア,「でもクライン、花に詳しいんだね。ちょっと意外」,M-01,K-05,,,back-006,,,Aonly,,,,,,,,$
486,クライン,"「いや？　レインリリーは偶然知ってただけ。
前に買ってこいって命令されたから」",M-01,K-01,,,back-006,,,Aonly,,,,,,V-0486,,$
487,メイア,「あ、そうなんだ」,M-01,K-01,,,back-006,,,Aonly,,,,,,,,$
488,クライン,"「水の力で咲くから、血を食い物にする吸血鬼に対する魔除けになるー
なんて巷で言われてるからな。
うちは吸血鬼専門だし、育ててみようとか思ったんじゃねーの？」",M-01,K-01,,,back-006,,,Aonly,,,,,,V-0488,,$
489,メイア,「……吸血鬼専門？」,,K-01,,,back-006,,,Aonly,,,,,,,,$
490,クライン,"「あれ、言ってなかったっけか。
オレの所属、吸血鬼専門の特殊部隊なんだ。
 『銀蝶隊』って言うんだぜ！」",M-01,K-05,,,back-006,,,Aonly,,,,,,V-0490,,$
491,クライン,"「寿命も長いし再生も早い。
ほぼ不死みたいな奴らを倒すには常人レベルじゃ話にならないからな。
集められたのがオレたちみたいなエリートってわけだ」",M-01,K-03,,,back-006,,,Aonly,,,,,,V-0491,,$
492,メイア,「へえ……クラインってすごいんだね」,M-05,K-03,,,back-006,,,Aonly,,,,,,,,$
493,クライン,「だから前からそう言ってるだろ。ったく……」,M-05,K-08,,,back-006,,,Aonly,,,,,,V-0493,,$
494,クライン,"「メイアも怪しいやつ見かけたらすぐ言えよ。銀蝶隊エース！
のクライン様が軽ーくひねってやるから！」",M-05,K-01,,,back-006,,,Aonly,,,,,,V-0494,,$
495,メイア,「わ、心強い」,M-01,K-01,,,back-006,,,Aonly,,,,,,,,$
496,クライン,"「ふっふっふ……あったりまえだろ！
なんてったって、最強クライン・ロジエ様だからな！
オレに任せとけば吸血鬼なんてあっという間にいなくなるぜ、
あんたも期待しとけよ！」",M-01,K-03,,,back-006,,,Aonly,,,,,,V-0496,,$
497,メイア,「ふふ……わかった。応援してるね」,M-02,K-03,,,back-006/FO,,,Aonly,,,,BGM-026/FO,,,,$
498,リート,「――？ 何をしているんだ」,M-02,L-01,,,back-013-night/FI,,,Aonly,,,,BGM-027/CI,,V-0498,,$
499,メイア,「あれ、リートさん。これからお出かけですか？」,M-01,L-01,,,back-013-night,,,Aonly,,,,,,,,$
500,リート,「少し外の空気を吸うだけだ。すぐに戻る」,M-01,L-01,,,back-013-night,,,Aonly,,,,,,V-0500,,$
501,リート,「……種？」,M-01,L-05,,,back-013-night,,,Aonly,,,,,,V-0501,,$
502,メイア,「あ、はい！ 今日街に行った帰りに買ってきたんです。植えようと思って」,M-01,L-05,,,back-013-night,,,Aonly,,N-object-002,,,,,,$
503,リート,「……昼間に話しただろう。この場所では育たない」,M-01,L-01a,,,back-013-night,,,Aonly,,,,,,V-0503,,$
504,メイア,「わかってます。でも、これは咲くかもしれないんです」,M-01,L-01a,,,back-013-night,,,Aonly,,,,,,,,$
505,リート,「……何？」,M-01,L-03,,,back-013-night,,,Aonly,,,,,,V-0505,,$
506,メイア,"「『レインリリー』って、雨の日に咲く花なんです。
日光のいらない花だから、これなら咲くかもしれないって
軍人さんに教えてもらいました」",M-01,L-03,,,back-013-night,,,Aonly,,,,,,,,$
507,リート,「……レインリリー……」,M-01,L-05,,,back-013-night,,,Aonly,,,,,,V-0507,,$
508,メイア,「リートさん、ご存じでしたか？」,M-01,L-05,,,back-013-night,,,Aonly,,,,,,,,$
509,リート,「……いや。生憎花には詳しくないんだ」,M-01,L-01a,,,back-013-night,,,Aonly,,,,,,V-0509,,$
510,リート,"「――夜も遅い。滅多に無いことだが、
前のように空腹の吸血鬼が迷い込んできてもおかしくない。
それを終えたら早く中に戻れ」",M-01,L-01,,,back-013-night,,,Aonly,,,,,,V-0510,,$
511,メイア,"「はい、分かってます。あとここに植えたら終わりですから。
リートさんこそ、こんな夜更けに出歩いて大丈夫なんですか？」",M-01,L-01,,,back-013-night,,,Aonly,,,,,,,,$
512,リート,"「俺は対処を知っているから問題はない。
……兎に角、あまり外に長居するなよ」",M-01,L-01a,,,back-013-night,,,Aonly,,,,,,V-0512,,$
513,メイア,「はい」,M-01,L-01a,,,back-013-night/SE_textout,,,Aonly,,,,,SE-006,,,$
514,メイア,「……よし、終わり！」,M-01,,,,back-013-night,,,Aonly,,,,,,,,$
515,メイア,（咲くかなあ、レインリリー……どんな花なんだろう）,M-01,,,,back-013-night,,,Aonly,,,,,,,,$
516,メイア,（いっぱい咲いたらリートさんも喜んでくれるかな。……頑張ろう！）,M-02,,,,back-013-night/FO,,,Aonly,,,,BGM-027/FO,,,,$
517,メイア,（うーん……でもクラインには関係ないし……些細な事だから、やめておこう）,,K-01,,,back-006,,,Bonly,,,,,,,,$
518,メイア,「ううん、本当に疲れてただけだから大丈夫だよ。ありがとう、クライン」,,K-01,,,back-006,,,Bonly,,,,,,,,$
519,クライン,「……そうか？　いいけど、あんまり無理すんなよ」,,K-07,,,back-006,,,Bonly,,,,,,V-0519,,$
520,メイア,「うん、わかってる。それじゃあ……」,,K-07,,,back-006/SE_textout,,,Bonly,,,,,SE-006,,,$
521,メイア,「……はあ」,,,,,back-006/FO,,,Bonly,,,,BGM-025/FO,,,,$
